system_id,NAME,city_code,city_name,country_code,long_desc,latitude,longitude,rating,address,main_image
OT000856394,"Movenpick Hotel & Convention Center KLIA",119_22124_3318,Sepang,119,"Experience Malaysia with M&ouml;venpick Hotels and Resorts. This booming destination in Southeast Asia is blessed with a collection of rainforests, beaches and national parks, plus the busy capital city of Kuala Lumpur with its Petronas Towers and, a little out of the city, the Sepang International Circuit. Separated by the South China Sea, Malaysia consists of two regions and offers urban adventure and natural wonders. Malaysia hosts four properties on the UNESCO World Heritage list: Gunung Malong National Park; Kinabalu Park; the Archaeological Heritage of the Legong Valley; and the Melaka and George Town Historic Cities of the Straits of Malacca.",2.7347467,101.7051095,5.0,"Jalan Masjid KLIA, 64000 Sepang, Selangor Darul Ehsan, Selangor, Malaysia",1529481967_main_MvenpickKL006jpg
OT001269813,"Courtyard by Marriott Penang",119_7936-PEN_5196,"Penang Island",119,"Set along a tree lined boulevard, this relaxed hotel is 4 km from Pinang Peranakan Mansion, which houses a museum, 6 km from Penang Hill and 18 km from Penang International Airport.
Modern rooms feature TVs, Wi-Fi, minibars, and tea and coffeemaking facilities, as well as city views and sitting areas. Suites provide separate living rooms. Room service is available 24/7.
Amenities include a restaurant, a distillery-themed bar, and an outdoor pool with a poolside bar, plus a 24-hour gym, parking and a breakfast buffet.",5.4178866,100.3213235,4.0,"218D, Jln Macalister, 10400 George Town, Pulau Pinang",1734500557_main_pency-exterior-0569-hor-wide.jpg
OT001139950,"Swiss Garden Hotel & Residences Genting Highlands",119_15835-XKL_3956,"Genting highlands",119,"A stone’s throw away from the Genting Highlands Peak, the Hotel is in a prime location unobstructed by the hustle and bustle of the city with a myriad of lifestyle amenities and an ideal environment with fresh air and mountain climate of 19°C – 25°C.
We offer instinctive serviced residences and well-appointed guest rooms, which are equipped and designed with modern-day comfort of home in mind.
We invite you to explore our 41st floor rooftop sanctuary, showcasing the beautiful Alcove, a heated swimming pool, lap pool, jacuzzi, sauna room together with a gym and fitness centre just a floor up.
Feeling hungry? Grab a bite at The Garden Terrace Café located on the 5th floor that offers a mouth-watering variety of cuisines catering to every taste.",3.385942,101.774409,4.0,"Windmill Upon Hills, Genting Permai, 69000 Genting Highlands, Pahang Darul Makmur, Malaysia",1564628617_main_Facade.jpg
OT000092853,"The Majestic Malacca",119_M8RZ_3494,"Malacca (Melaka)",119,"The Majestic Malacca is an integral part of Malacca s colourful history. The original serene mansion, dating back to the 1920 is, remains at the heart of the hotel, whilst a new building has been created, mirroring the original architecture, to house 54 spacious rooms and suites.",2.202034,102.252162,5.0,"188 Jalan Bunga Raya, 75100 Melaka, Malaysia",1492595653_main_HotelBuildingjpg
OT000094544,"Dorsett Grand Subang",69198,"Petaling jaya",119,"A five-star welcome with a difference. Be personally greeted by our lobby ambassador and doorman with their warmest smile and our unique Sheraton warm welcome. It is a corporate hotel offering its guests with friendly and efficient service. Here visitors can explore the local areas such as Subang Parade shopping centre, Sunway Pyramid, Sunway Lagoon Water Theme Park, Utama shopping centre and Chinatown or Night Market.",3.079554,101.59667,5.0,"Jalan SS12/1, 47500 Subang Jaya, Selangor",1491818708_main_HotelFacadePjpg
OT000095687,"G Hotel Gurney",119_7936-PEN_5196,"Penang Island",119,"G Hotel fuses cool modernity with stylish comfort. The stunning atrium lobby, awashed in sumptuous linghting is accented with an imaginative and carefully selected collection of designer furniture.",5.437639,100.31052,5.0,"168A Persiaran Gurney Penang, Malaysia.",1490077494_main_7Facadejpg
OT000187833,"Hard Rock Hotel Penang",119_7936-PEN_5196,"Penang Island",119,"Hard Rock Hotel Penang is a luxury resort situated along the famous beaches of Batu Ferringhi. Located in the Pearl of Orient, Hard Rock Hotel Penang is iconic, bringing the multicultural Penang to new heights with its authentic Hard Rock experience. This hip and trendy resort is suitable for families, couples and singles. With a total of 249 guestrooms, there is nowhere more luxurious than Hard Rock Hotel Penang to spend your holiday. With a contemporary feel, all rooms are well-designed with guests in mind. With Wi-Fi connections, iPod docking stations and 32 inch LCD screen TVs stay connected with your loved ones and be entertained 24 hours.",5.467707,100.241613,5.0,"Batu Ferringhi, 11100 George Town, Pulau Pinang, Malaysia",1660277345_main_Panoramic_View_2.jpg
OT000218785,"Baba House Melaka",119_M8RZ_3494,"Malacca (Melaka)",119,,2.1964022,102.2428599,4.0,"121-127, Jalan Tun Tan Cheng Lock, Taman Kota Laksamana, 75200 Melaka","1697682508_main_baba house.jpg"
OT000408658,"Bella Vista Express Langkawi",119_5716-LGK_1007,Langkawi,119,"The Bella Vista Express Langkawi features 71 elegantly furnished guestrooms from Standard to Deluxe guestrooms and Junior Suites. They cater for the discerning traveller who is looking for a &ldquo;value for money&rdquo; retreat &ndash; be it for leisure or business.",6.343307,99.722956,2.0,"Jalan Kuala Muda, Kampung Padang Masirat, 07100 Langkawi, Kedah Darul Aman, Malaysia",1492589650_main_HotelExteriorjpg
OT000427328,"G Hotel Kelawai",119_7936-PEN_5196,"Penang Island",119,"G Hotel fuses cool modernity with stylish comfort. The stunning atrium lobby, awashed in sumptuous linghting is accented with an imaginative and carefully selected collection of designer furniture.",5.435551,100.309931,5.0,"2, Persiaran Maktab, 10250 Penang, Malaysia.",1529983461_main_mainbuilding2png
OT000533801,"Lexis Hibiscus Port Dickson",69227,"Port dickson",119,"Overlooking a gleaming ribbon of Port Dickson’s beach and the turquoise waters of the Straits of Malacca, our 117 tower rooms and 522 overwater villas are the essence of a tropical oasis. All rooms are among the most spacious in Port Dickson, starting at just under 800 square feet. The beauty of the outdoors is welcomed in through floor-to-ceiling glass doors, while interiors crafted by award-winning architects boast contemporary designs and sleek, modern amenities. All accommodations are equipped with your own private pool and steam room.  An exclusive retreat at the water’s edge, Lexis Hibiscus Port Dickson offers an experience in perfect rhythm with its stunning surroundings.",2.418292,101.873811,5.0,"12th Mile Jalan Pantai Agrobank Pasir Panjang 54,
Jalan Pantai 71250 Port Dickson, Negeri Sembilan, Malaysia.",1764536321_main_aerial-view-of-the-overwater.jpg
OT000540234,"Dayang Bay Serviced Apartment & Resort",119_5716-LGK_1007,Langkawi,119,"Overlooking Malaysia&rsquo;s scenic waterfront and within reach of the area&rsquo;s top attractions, Dayang Bay Serviced Apartment & Resort in Langkawi features high-quality accommodation and numerous complimentary services and facilities. For travelers seeking a luxury experience minus the frills of a big resort, this is definitely the place to be.   Fresh and contemporary, the Deluxe, Studio, and 2 Bedroom Suites are bright and spacious, with a homey atmosphere, and opens up to beautiful city or sea views. In addition, the massage services and spa on site are equally pleasurable. A gym and infinity outdoor pool are also available for a refreshing workout.   For in-house dining, Dayang Caf&eacute; satisfies with a menu of Halal-certified fare. Guests may also enjoy Thai dishes in restaurants nearby. Other key places close to the hotel include Pantai Cenang Beach, Underwater World, and Langkawi Cable Car. Meanwhile, Langkawi International Airport is about 7.6 miles from the resort.",6.3247955,99.835689,3.0,"No 15, Jalan Pesiaran Pelangi, Kedah, Malaysia",1496291020_main_Facadejpg
OT000790911,"Dash Resort Langkawi",119_5716-LGK_1007,Langkawi,119,"Dash Resort, Langkawi is managed by Ri-Yaz Hotels & Resorts. At Dash, we believe in keeping it unique. Unlike any other hotel or resort, it promises an exceptional experience every time you stay with us, whether you intend to sleep, eat, work or play. At Dash, we 'Press Pause To Play'!",6.2716335,99.7321098,4.0,"Jalan Teluk Baru, Pantai Tengah
Mukim Kedawang, 07000 Langkawi, Malaysia",1660526304_main_6a4b438efe8d8a96a97e9919e6102b56.jpg
OT000904930,"Aloft Langkawi Pantai Tengah",119_5716-LGK_1007,Langkawi,119,"Sun, Sea, Sand and everything you need for a fun stay can be found at Aloft Langkawi Pantai Tengah. Grab a bite from Re:fuel by Aloft. Enjoy appetizers while shooting a game of pool at our Re:mix lounge. Listen to your favourite tunes while sipping cocktails at the W XYZ bar. Tuck into a buffet spread of local and international cuisines at Nook. Soak up the sun with a swim in Splash. See why everyone’s all abuzz about Aloft, and discover a whole new travel experience.",6.27219182,99.733627,4.0,"Lot PT 701, Jalan Pantai Tengah, Mukim Kedawang, Langkawi 7000 Malaysia",1551177495_main_Facade.jpg
OT001248567,"A'Famosa Resort Hotel",119_M8RZ_3494,"Malacca (Melaka)",119,"The resort is located just half an hour drive from historic Malacca city. A Famosa Resort, a day trip is certainly not enough. Whether you want a cozy hotel room, spacious condominium or even your very own villa, A Famosa Resort Hotel obliges with its wide selection of top class accommodation options. We ensure you a comfortable and safe vacation in our resort.",2.4415349,102.2108121,4.0,"Jalan Kemus Simpang Empat, 78000 Alor Gajah Melaka, Malaysia.",1492595458_main_HotelExteriorjpg
OT001351504,"Hyatt Centric Kota Kinabalu",69200,"Kota kinabalu",119,,5.986211,116.0744383,5.0,"18 Jalan Haji Saman, Kota Kinabalu, Sabah, Malaysia, 88000","1668650961_main_Hyatt Centric Kota Kinabalu - Hotel Exterior CBD.jpg"
OT001423628,"Crowne Plaza Kuala Lumpur City Centre",69192,"Kuala lumpur",119,,3.16279,"101.71112,17",5.0,"No 22, Menara 8, Jalan Yap Kwan Seng, Kampung Baru, 50450 Kuala Lumpur, Federal Territory of Kuala Lumpur",1712044946_main_504592592.jpg
OT000088056,"Travelodge Ipoh",69196,Ipoh,119,"Heritage Hotel Ipoh which is situated at Jalan Raja DiHilir, is a premier business class hotel ideally located in the heart of Ipoh City with a panoramic view of the adjacent Ipoh Turf Club.",4.5950146,101.0998392,3.0,"Jalan Raja Dihilir, 30350 Ipoh, Perak, Malaysia.",1581498686_main_travelodgeipoh20200212081310.jpg
OT000204568,"AnCasa Residences, Port Dickson",69227,"Port dickson",119,"Ancasa Allsuites Resort and Spa in Port Dickson in the southern region of Peninsular Malaysia offers sea front apartment unit that comes with either one, two or three bedrooms. All rooms at Ancasa Allsuites Resort and Spa in Port Dickson in the southern region of Peninsular Malaysia are furnished and carpeted. Rooms are equipped with kitchenette, living area, wardrobe and dressing table and individually air-conditioning. Room facilities include television, mini fridge, tea and coffee making facilities, hair dryer and telephone.",2.4481072,101.8577285,3.0,"Batu 8 1/2, Jalan Pantai Teluk Kemang, 71050 Port Dickson Negeri Sembilan, Malaysia",1660619231_main_234545804.jpg
OT000082671,"Mines Beach Resort Hotel & Wellness",69192,"Kuala lumpur",119,,3.027702,101.719624,4.0,"Jalan Dulang, Mines Resort City, 43300 Seri Kembangan, Selangor, Malaysia.",1522980703_main_Facadejpg
OT000132771,"Bangi Resort Hotel",69253,Putrajaya,119,"A picturesque 5-star conference resort, conveniently located midway between Kuala Lumpur International Airport and Kuala Lumpur city centre. Built atop Bandar Baru Bangi’s highest peak, it is surrounded by a 27-hole championship golf course, lush tropical greens and offers wonderful vitas and serene environment. 
Relax and unwind yourself in any of our 256 guestrooms designed to offer comfort, space and functionality. Each room has its own magnificent view overlooking either the swimming pool and garden area or the golf course, giving you a feeling of serenity within. Connect yourself with the rest of the world with the free WIFI, compliment from us.",2.954901,101.765144,5.0,"Off Persiaran Bandar, Off Persiaran Bandar, 43650 Bandar Baru Bangi, Selangor, Malaysia",1488157406_main_1jpg
OT000532453,"The Kuala Lumpur Journal",69192,"Kuala lumpur",119,"Stylish designed with a modern retro vibe and unique local flavour, we like to think we take care of the essentials like fuss free Wi-Fi, a great night's sleep and good service but pay attention to the things discerning modern day travellers really want.",3.1482204,101.7103584,4.0,"No. 30, Jalan Beremi Off Jalan Sultan Ismail, 50200 Kuala Lumpur, Malaysia.",1660270805_main_304755825.jpg
OT001398361,"The Boathouse Pulau Tioman",119_22174_3551,"Tioman island",119,,2.8066436,104.0878527,5.0,"Lot 7108 Kampung Nipah, Mukim Tioman, 26800 Kuala Rompin, Pahang Darul Makmur, Malaysia.",1751065559_main_567759634.jpg
OT001422551,"MOXY PUTRAJAYA HOTEL",69253,Putrajaya,119,,2.9688094,101.6332371,4.0,"City, Lbh IRC, Ioi Resort, 62502 Putrajaya, Selangor","1707964771_main_Moxy Facade.jpg"
OT001427801,"FOX Hotel Glenmarie Shah Alam",69199,"Shah alam",119,"The comfortable rooms and suites at FOX Hotel Glenmarie Shah Alam in Shah Alam are designed to meet the needs of modern business travellers, featuring plush bedding, high-speed Wi-Fi, and ergonomic workstations.
 
Our onsite facilities include a fully equipped business centre, state-of-the-art meeting rooms, and a fitness centre to help you stay on top of your game. Enjoy a delicious meal at our restaurant or unwind with a drink at our bar after a long day.",3.0817076,"101.5599172,",3.0,"The GLENZ ) East, Level 8, Pusat Komersil Vestland, 6, Jalan Juruanalisis U1/35, Seksyen U1, 40150 Shah Alam, Selangor",1720754463_main_537959511.jpg
OT001442817,"Lyf Georgetown Penang",119_7936-PEN_5196,"Penang Island",119,"A social lifestyle hotel in Georgetown Penang that is ideal for experience-led social living offering a range of fun, spacious, and functional rooms ideal for independent creatives and next-generation travellers. Guests can choose from a range of Good for One (Studio), One of a Kind (Studio), Side by Side Plus (Studio Twin), Two of a Kind (2-Bedroom) and All Together (3-Bedroom) style of rooms.
Amenities include Bond (social kitchen), Burn (social gymnasium), Connect (coworking/event space), Conect (meeting room), cool off at Dip (swimming pool), Say Hi (check-in counter), Unwind (lounge) and Wash & Hang (social laundrette), It's all about forging new connections and being a part of a wonderful community at lyf Georgetown Penang! ",5.4230307,100.3350221,4.0,"No.2A, Jln Penang, Seksyen 14, 10000 George Town, Penang",1736990250_main_1800x1200-MY-Penang-LGTP-EXTERIOR-1-2024-HR.jpg
OT001476511,"Marriott Executive Apartments, Penang",119_7936-PEN_5196,"Penang Island",119,"Elevating Long Stays in the Heart of Penang
Experience the comforts of home with the convenience of hotel living at Marriott Executive Apartments Penang, perfectly situated along iconic Gurney Drive. Our one- and two-bedroom apartments feature full kitchens, in-apartment laundry, and spacious living areas, ideal for families, business travelers, and long stays. Relax with city views from the 24-hour fitness center, take a dip in the outdoor infinity pool, or unwind in the steam room. Just steps from popular shopping malls, top hospitals, and vibrant cultural and heritage attractions, enjoy the perfect balance of modern living and Penang’s unique local charm.",5.4319279,100.3086339,5.0,"55 Gurney Dr 10250 George Town Penang",1754277721_main_er-pener-hotel-facade-dusk-28839_Classic-Hor.jpeg
OT000068739,"Le Meridien Kota Kinabalu",69200,"Kota kinabalu",119,"Le Meridien Kota Kinabalu embraces the aesthetic and eclectic beauty of Sabah while boasting superb views of the city, Mount Kinabalu, and the South China Sea. Located in downtown Kota Kinabalu, and within easy walking distance of local attractions, the commercial district, and retail and entertainment facilities, Le Meridien Kota Kinabalu provides immediate access to some of Malaysia finest beaches and golf courses.",5.9800122,116.0717475,5.0,"Jalan Tun Fuad Stephens, Sinsuran, Kota Kinabalu, 88000, Malaysia",1491817642_main_Level3Tamu1600X900jpg
OT000287552,"Grand Lexis Port Dickson",69227,"Port dickson",119,"Nestled majestically along the coastal stretch of Port Dickson, Grand Lexis Port Dickson is a 5-star resort offering well-appointed 317 villas overlooking the Straits of Malacca. Each villa is equipped with its very own private pool – a unique feature of serenity and tranquillity. Soak in the luxury of your own private pool, enjoy the tranquil indoor garden and experience the spatial open air shower.  Our sophisticated Zen-inspired decor provides the perfect environment to renew your senses. With state-of-the art resort amenities coupled with seamless facilities and attentive personalised services, the resort promises a memorable stay to both holidaymakers and business travellers alike.",2.55099969,101.7967844,5.0,"Batu 2, Jalan Seremban, 71000 Port Dickson, Negeri Sembilan, Malaysia.","1660619441_main_file (2).jpg"
OT001442755,"Citadines Connect Cecil Georgetown Penang",119_7936-PEN_5196,"Penang Island",119,"Citadines Connect Cecil Georgetown Penang sits right in the heart of Georgetown, Penang putting you close to the city's best attractions. You can find a bustling hub of shopping malls, quirky cafes, boutiques, and marketplaces selling local delicacies just a short walk away from our hotel. Ideal for travellers planning a quick getaway for the weekend or young adventurers looking for their next city to explore and discover, Georgetown Penang hotel gives convenient access to a multitude of unique places in the city, such as Sia Boey Archeological Park, Graffiti in Armenian Street, museums, and many lively night markets.   
 
Our guests can choose from a variety of accommodations that best suit their needs. We offer cozy spaces with comfortable bedding, writing desks, workstations, ensuite bathrooms, and modern amenities for their convenience.
 
In addition to providing comfortable rooms and safe spaces to rest, Citadines Connect Cecil Georgetown Penang also offers access to a state-of-the-art fitness centre where you can burn calories, a pool for a refreshing evening dip, and Jacuzzis for extra relaxation.
 
With our prime position in the cultural hub of Cecil Georgetown, the property offers our guests effortless access to numerous prominent attractions in the vicinity, allowing them to experience the authentic local urban lifestyle that defines this city.

Citadines Connect Cecil Georgetown Penang aims to be the new home away from home for aspiring guests who are creative and social. After a busy day of discovering and exploring attractions in the city, take a relaxing dip in the swimming pool or head to the fitness corner for a rush of adrenaline! Our elegant lobby lounge is also the ideal space to unwind and engage in interesting conversations with other guests during the day.

If you’re looking for a fuss-free staycation with your pet, Citadines Connect Cecil Georgetown Penang is a pet-friendly hotel in the city for your fur babies. It offers a variety of rooms to accommodate all different sizes and types of pets. It also provides pet beds, water bowls and snacks for your fur child, plus a long-stay package option.",5.4082892,100.326027,3.0,"62, Lebuh Cecil, George Town, 10300 George Town, Pulau Pinang",1736771686_main_1920x1280-MY-Penang-CCCGP-2024-HR.jpg
OT000075579,"AnCasa Hotel Kuala Lumpur Chinatown",69192,"Kuala lumpur",119,"Explore the sights and sounds of vibrant Kuala Lumpur when you stay with us at AnCasa Hotel & Spa, Kuala Lumpur. This 3 star business class hotel is centrally located next to the city’s Bus Terminal, Pudu Sentral & the LRT Station and a stone’s throw away from KL’s famous Bukit Bintang shopping and commercial district. 

AnCasa Hotel & Spa KL is also within 10-mins walk to many tourist ‘must-visit’ places like the Central Market and Chinatown. The hotel offers well-appointed Rooms & Suites that offer excellent value for the discerning business traveler or a family on holiday.",3.14512,101.699293,3.0,"Jalan Tun Tan Cheng Lock, 50050 Kuala Lumpur, Malaysia.",1489625610_main_6Facadejpg
OT000076169,"The Boulevard - A St Giles Hotel",69192,"Kuala lumpur",119,"Strategically set within Mid Valley City, the superior Boulevard Hotel is only a doorstep to the Commuter Train and is only 5 kilometres or an 8 minute drive to the central hub of light rail trains including the KLIA Express. Centrally located between Kuala Lumpur and Petaling Jaya and served by an extensive network of expressways, it offers convenient access to major industrial areas, commercial hub, government agencies, key tourist and cultural sites.",3.119242,101.67750699999999,4.0,"Mid Valley City, Lingkaran Syed Putra, 59200 Kuala Lumpur, Malaysia.",1498892292_main_Facadejpg
OT000091948,"Oakwood Hotel & Residence Kuala Lumpur",69192,"Kuala lumpur",119,"The newly opened Oakwood Hotel & Residence consists of stylish and spacious accommodation offering Deluxe Room, One and Two Bedroom Apartment to meet the needs of both leisure and business travelers. The spacious bathrooms are equipped with rain shower and designer toiletries to provide guests a rejuvinating experience. With 24 hour reception and concierge services the Oakwood team always on hand to assist with all your needs. Located at the poolside, trEat Restaurant & Bar offers a unique and vibrant dining experience. Choose to dine in air-conditioned comfort or on the outside terrace with views across the pool to the city's skyline. Guests can enjoy resort style pool and relax on the deck whilst enjoying drinks and snacks available all day from the pool side bar. For the halth enthusiast, there is a 24 hour fully equipped Fitness Centre. Oakwood KL is situated in the Kuala Lumpur City Centre district, which is 1km away from Suria KLCC Shopping Mall at the Petronas Twin Towers. The nearest airport is Sultan Abdul Aziz Shah Airport at a 20km distance. The Kuala Lumpur International Airport (KLIA) is 45km away. For those guests requiring car parking there  is ample undercover car parking available on site.",3.1614,101.7289,4.0,"222 Jalan Ampang, 50450 Kuala Lumpur",1487821374_main_4Facadejpg
OT000234524,"Palm Garden Hotel, Putrajaya, A Tribute Portfolio Hotel",69253,Putrajaya,119,"Palm Garden Hotel, a 4-star resort hotel is situated on 330-acres of scenic and lush IOI Resort City. The resort is strategically located 5-minutes from the heart of Putrajaya Administrative center; about 30-minutes from Kuala Lumpur city and the Kuala Lumpur International Airport, Sepang; and 5-minutes from IOI City Mall and the prestigious Palm Garden Golf Club.
The hotel sports 151 tastefully furnished rooms, 3 dining outlets and 11 multi-function banquet rooms including a 350 persons capacity ballroom. Besides in-house functions, the hotel also offers catering services to bring our services to your doorsteps.   
Facilities include a host of recreational activities including swimming pool, gymnasium, pool table, ping pong, mini futsal and more. Besides existing facilities, the recreation centre also offers selected built-in teambuilding obstacles, treasure hunt, telematch, fear factor, masterchef and more. The hotel offers a world of possibilities in serving our guests whether for business or leisure. Discover Palm Garden Hotel online at www.palmgarden.com.my.",101.696445,2.926361,4.0,"IOI Resort City, 62502 Putrajaya, Malaysia",1503547264_main_5jpg
OT000246199,"Villa Samadhi",69192,"Kuala lumpur",119,"The Samadhi experience takes you to a journey that shapes and nourishes the mind, body and soul. Our destinations offer an escape, into a journey of self-discovery and reawakening. We integrate our guests with the local culture, we source for the highest quality of natural ingredients and we connect you with the environment, taking you to a state of mind that we call Samadhi, forming a connection to a higher self, and holding you to a process that grounds, purifies and deeply nourishes.",3.156418,101.726392,4.0,"No 8, Jalan Persiaran Madge, 55000 KL, Malaysia",1496910488_main_fecadejpg
OT000262324,"Palace Hotel Kuala Lumpur",69192,"Kuala lumpur",119,"LOCATED ALONG JALAN MASJID INDIA, THE PALACE HOTEL IS WITHIN EASY ACCESS OF MANY FAVORITE SPOTS IN KUALA LUMPUR. A TWO-STAR RATED HOTEL, IT HAS BASIC FACILITIES AT A REASONABLY LOW RATE. ALTOGETHER, THE HOTEL HAS ONLY 82 ROOMS. THE PLACE IS SMALL AND YET VERY COMFORTABLE.",3.152476,101.697,2.0,"No.46-1, Jalan Masjid India 50100 Kuala Lumpur",1759456880_main_Palace-Hotel-External-1.jpg
OT000363757,"Arenaa Star Hotel",69192,"Kuala lumpur",119,"Welcome to Arenaa Star Hotel

The Stardom Theme and Concept 
Featuring glamorous design style and themes from the entertainment & filming industry, Arenaa Star is a unique hotel offering 247 modern guestrooms equipped with essential amenities. Comprising Main Tower & Annexe Tower, in-house facilities include free Wi-Fi throughout the building, Wins Boulangerie all day dining restaurant, coffee and snacks bar, conference rooms, meeting hall, room service, tour desk, concierge, and a Rooftop Jacuzzi.",3.148666,101.698795,3.0,"No 49-51, Jalan Hang Lekiu, 50100 Kuala Lumpur, Malaysia",1488504145_main_1Facadejpg
OT000539747,"Oasia Suites Kuala Lumpur by Fareast Hospitality",69192,"Kuala lumpur",119,"Oasia Suites Kuala Lumpur, Malaysia by Far East Hospitality is a modern hotel with serviced apartment facilities.   The hotel offers a range of rooms and apartments which comes with complimentary Wi-Fi connectivity, a kitchenette and living area. Other amenities include a LED TV with cable TV channels, washing machine & dryer, individually controlled air-conditioning units, bath amenities, iron & ironing board, and hair dryer.  International ala carte menu and buffet breakfast are served daily at the all-day dining restaurant located at the lobby level.  Recreational facilities include a rooftop swimming & garden and a 24-hour fitness centre, set against a picturesque view of the Kuala Lumpur Tower and the city skyline. Guests can also enjoy daily housekeeping service, 24-hour guest services and complimentary shuttle service.",3.153317,101.705307,4.0,"No. 10, Lorong P Ramlee, 50250 Wilayah Persekutuan Kuala Lumpur, Malaysia.",1493961934_main_HotelViewjpg
OT000757411,"Mov Hotel",69192,"Kuala lumpur",119,-,3.1475847,101.7088119,4.0,"43, Jalan Berangan, Bukit Bintang, 50200 Kuala Lumpur, Malaysia",1597731620_main_index.jpg
OT000815469,"W KUALA LUMPUR HOTEL",69192,"Kuala lumpur",119,"Modern skyline dominated by the magnificent Petronas Twin Towers is W Kuala Lumpur. Connecting a world of limitless luxury experiences and inspiring audacious lifestyles to globetrotters, hotel in Kuala Lumpur features stylish, vibrant rooms and suites with signature W amenities. Take a culinary journey and dine at Flock, with its specially curated Pan-Asian grill menu, or YEN for modern Chinese cuisine with fusion twists. Be seen at the best rooftop bar - WET Deck; with stunning skyline views. Discover the allure and glam up your evenings at LIVING ROOM (WOOBAR). Unwind and recharge at Away Spa. Within close aproximity with Kuala Lumpur's best attractions.",3.158464,101.7094092,5.0,"121, Jln Ampang, Kuala Lumpur, 50450 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",1556585564_main_hotel.jpg
OT001227075,"Four Points by Sheraton Kuala Lumpur, Chinatown",69192,"Kuala lumpur",119,,3.141133,101.697463,4.0," No 2 Jalan Balai Polis",1591419375_main_kulfc-exterior-6872-ver-clsc.jpg
OT001350304,"Ascott Star KLCC Kuala Lumpur",69192,"Kuala lumpur",119,,3.1609722,101.7099185,4.0,"1, Jalan Yap Kwan Seng, Kampung Baru, 50450 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",
OT000014507,"Hyatt Regency Kinabalu",69200,"Kota kinabalu",119,"Hyatt Regency Kinabalu is located in the heart of the city of Kota Kinabalu facing the South China Sea. This compact capital of the state of Sabah is also the international gateway to East Malaysia. Only 15 minutes from the Kota Kinabalu International Airport, Hyatt Regency Kinabalu sits in the hub of the vibrant business, shopping and entertainment districts of Kinabalu.",5.985116,116.075107,5.0,"Jalan Datuk, Salleh Sulong, Kota Kinabalu, Sabah, Malaysia",1491816311_main_HyattRegencyKinabaluExteriorjpg
OT000021538,"Sheraton Imperial Kuala Lumpur",69192,"Kuala lumpur",119,"Sheraton Imperial Kuala Lumpur Hotellocated in the Golden Triangle nestled within the capital&rsquo;s business and commercial district. The hotel is in close vicinity of Kuala Lumpur\&#039;s main attractions, and it&rsquo;s only minutes away from the city&rsquo;s best shopping and dining. Rejuvenate your senses at Mandara Spa or stay in shape at Sheraton Fitness. Indulge in the luxury of the facilities and amenities we offer while staying connected to your family and friends at Link@Sheraton.",3.159148,101.69981,5.0,"Jalan Sultan Ismail 50250 Kuala Lumpur",1489052063_main_FacadeJPEG
OT000027302,"Casa Del Mar Langkawi",119_5716-LGK_1007,Langkawi,119,"Once inside you can flip through the restaurant menus, pop into a room, wander along the beach, stroll through the coconut grove on the lawn by the pool, read our quarterly newsletters, check out the spa, send a postcard to a friend and even find out what our guests think about us. Hop on the forum, a good source of frequently asked questions; you might have one for us yourselves weâ€™d love to hear from you.",6.296679,99.722471,5.0,"Jalan Pantai Cenang Mukim Kedawang, 07000 Langkawi, Kedah Darul Aman Malaysia.",1660525188_main_home-02.jpg
OT000047498,"Four Seasons Resort Langkawi",119_5716-LGK_1007,Langkawi,119,"Four Seasons Resort Langkawi: Where wild nature meets adrenalin-fuelled adventure Located in the Andaman Sea off Malaysia’s northwestern coast, Langkawi is Southeast Asia's first UNESCO Geopark – a geological and ecological wonderland of 550-million-year-old rock formations, mountainous rainforest and deserted islands.  Just minutes by boat from the world-renowned mangroves of the Kilim Karst Geoforest Park, Four Seasons Resort Langkawi combines artful design and all-pervading serenity with a wholesome connection with nature.  An endless sense of space encourages clarity and calm, with traditional kampong-design Beach Villas, Pavilions and Family Beach Houses woven through acres of beachfront gardens dotted with palms and lotus ponds. Discover Langkawi’s natural healing energies in the multi-award winning Geo Spa. Immerse in thrilling up-close encounters alongside the Naturalists from the on-site Geopark Discovery Centre. Up the ante with on-site rock-climbing, abseiling and archery. Stroll along the sand or cycle through shady gardens to the Adult Quiet Pool, landscaped Family Pool or Water Sports Centre. Or hideaway with barbecues on the deck, in-villa spa therapies and moonlit bonfires on the beach. Above all, discover the freedom and flexibility to reflect and reconnect – individually, with one another or as a family.",6.4462957,99.8077641,5.0,"Jalan Tanjung Rhu, 07000 Langkawi, Kedah Darul Aman, Malaysia",1660525456_main_LAN_274_original.jpg
OT000080014,"Berjaya Times Square Hotel",69192,"Kuala lumpur",119,"Berjaya Times Square Hotel, Kuala Lumpur, a five-star hotel under the hospitality arm of the public listed Malaysian conglomerate Berjaya Corporation, is a prominent landmark strategically located in the heart of the city’s banking, commercial and vibrant shopping district. With a total of 650 rooms & suites complete with international-standard amenities, the hotel also houses an extensive selection of food and beverage outlets and recreational facilities built exclusively with a children’s playground, swimming pool, steam and sauna room, fitness centre and two squash courts. Offering a distinctive Meetings Excellence programme; boasts 13 meeting rooms and a grand ballroom, Berjaya Times Square Hotel, Kuala Lumpur is definitely an excellent setting where business complements leisure.",3.1422,101.7105,5.0,"No. 1 Jalan Imbi, 55100 Kuala Lumpur, Malaysia",1511226918_main_1Mainjpg
